-4.995 	348.432 	6.41841e-13 	100000
-4.985 	348.432 	5.10556e-13 	100000
-4.975 	348.432 	4.52206e-13 	100000
-4.965 	348.432 	2.62571e-13 	100000
-4.955 	348.432 	2.62571e-13 	100000
-4.945 	348.432 	1.6046e-13 	100000
-4.935 	348.432 	1.89635e-13 	100000
-4.925 	348.432 	2.1881e-13 	100000
-4.915 	348.432 	4.95968e-13 	100000
-4.905 	348.432 	4.52206e-13 	100000
-4.895 	348.432 	8.02302e-13 	100000
-4.885 	348.432 	6.85603e-13 	100000
-4.875 	348.432 	9.48175e-13 	100000
-4.865 	348.432 	6.12667e-13 	100000
-4.855 	348.432 	9.62762e-13 	100000
-4.845 	348.432 	7.0019e-13 	100000
-4.835 	348.432 	6.56429e-13 	100000
-4.825 	348.432 	6.12667e-13 	100000
-4.815 	348.432 	6.41841e-13 	100000
-4.805 	348.432 	6.56429e-13 	100000
-4.795 	348.432 	5.54317e-13 	100000
-4.785 	348.432 	6.27254e-13 	100000
-4.775 	348.432 	5.83492e-13 	100000
-4.765 	348.432 	5.68905e-13 	100000
-4.755 	348.432 	5.98079e-13 	100000
-4.745 	348.432 	6.56429e-13 	100000
-4.735 	348.432 	5.25143e-13 	100000
-4.725 	348.432 	5.3973e-13 	100000
-4.715 	348.432 	6.71016e-13 	100000
-4.705 	348.432 	3.64683e-13 	100000
-4.695 	348.432 	6.12667e-13 	100000
-4.685 	348.432 	2.33397e-13 	100000
-4.675 	348.432 	3.50095e-13 	100000
-4.665 	348.432 	2.91746e-14 	100000
-4.655 	348.432 	1.89635e-13 	100000
-4.645 	348.432 	1.31286e-13 	100000
-4.635 	348.432 	3.64683e-13 	100000
-4.625 	348.432 	5.54317e-13 	100000
-4.615 	348.432 	4.23032e-13 	100000
-4.605 	348.432 	6.85603e-13 	100000
-4.595 	348.432 	5.3973e-13 	100000
-4.585 	348.432 	6.56429e-13 	100000
-4.575 	348.432 	5.10556e-13 	100000
-4.565 	348.432 	5.3973e-13 	100000
-4.555 	348.432 	3.93857e-13 	100000
-4.545 	348.432 	3.35508e-13 	100000
-4.535 	348.432 	4.52206e-13 	100000
-4.525 	348.432 	4.52206e-13 	100000
-4.515 	348.432 	4.52206e-13 	100000
-4.505 	348.432 	2.33397e-13 	100000
-4.495 	348.432 	2.77159e-13 	100000
-4.485 	348.432 	1.02111e-13 	100000
-4.475 	348.432 	1.02111e-13 	100000
-4.465 	348.432 	4.37619e-14 	100000
-4.455 	348.432 	1.89635e-13 	100000
-4.445 	348.432 	2.20893e-25 	100000
-4.435 	348.432 	8.75238e-14 	100000
-4.425 	348.432 	1.16698e-13 	100000
-4.415 	348.432 	2.62571e-13 	100000
-4.405 	348.432 	1.89635e-13 	100000
-4.395 	348.432 	2.62571e-13 	100000
-4.385 	348.432 	2.91746e-14 	100000
-4.375 	348.432 	1.16698e-13 	100000
-4.365 	348.432 	1.89635e-13 	100000
-4.355 	348.432 	2.33397e-13 	100000
-4.345 	348.432 	1.02111e-13 	100000
-4.335 	348.432 	2.77159e-13 	100000
-4.325 	348.432 	2.77159e-13 	100000
-4.315 	348.432 	5.10556e-13 	100000
-4.305 	348.432 	6.85603e-13 	100000
-4.295 	348.432 	5.54317e-13 	100000
-4.285 	348.432 	1.13781e-12 	100000
-4.275 	348.432 	9.77349e-13 	100000
-4.265 	348.432 	1.19616e-12 	100000
-4.255 	348.432 	1.05029e-12 	100000
-4.245 	348.432 	1.31286e-12 	100000
-4.235 	348.432 	9.77349e-13 	100000
-4.225 	348.432 	1.16698e-12 	100000
-4.215 	348.432 	1.00652e-12 	100000
-4.205 	348.432 	1.00652e-12 	100000
-4.195 	348.432 	8.60651e-13 	100000
-4.185 	348.432 	8.60651e-13 	100000
-4.175 	348.432 	7.14778e-13 	100000
-4.165 	348.432 	9.04413e-13 	100000
-4.155 	348.432 	5.10556e-13 	100000
-4.145 	348.432 	1.00652e-12 	100000
-4.135 	348.432 	6.71016e-13 	100000
-4.125 	348.432 	1.10863e-12 	100000
-4.115 	348.432 	8.75238e-13 	100000
-4.105 	348.432 	1.23992e-12 	100000
-4.095 	348.432 	9.91936e-13 	100000
-4.085 	348.432 	1.23992e-12 	100000
-4.075 	348.432 	1.0357e-12 	100000
-4.065 	348.432 	8.89825e-13 	100000
-4.055 	348.432 	1.0357e-12 	100000
-4.045 	348.432 	5.68905e-13 	100000
-4.035 	348.432 	9.33587e-13 	100000
-4.025 	348.432 	5.25143e-13 	100000
-4.015 	348.432 	5.83492e-13 	100000
-4.005 	348.432 	5.3973e-13 	100000
-3.995 	348.432 	5.54317e-13 	100000
-3.985 	348.432 	7.29365e-13 	100000
-3.975 	348.432 	5.68905e-13 	100000
-3.965 	348.432 	5.98079e-13 	100000
-3.955 	348.432 	3.64683e-13 	100000
-3.945 	348.432 	3.64683e-13 	100000
-3.935 	348.432 	3.7927e-13 	100000
-3.925 	348.432 	1.89635e-13 	100000
-3.915 	348.432 	2.62571e-13 	100000
-3.905 	348.432 	2.91746e-13 	100000
-3.895 	348.432 	1.89635e-13 	100000
-3.885 	348.432 	3.35508e-13 	100000
-3.875 	348.432 	2.04222e-13 	100000
-3.865 	348.432 	6.12667e-13 	100000
-3.855 	348.432 	5.3973e-13 	100000
-3.845 	348.432 	6.12667e-13 	100000
-3.835 	348.432 	5.54317e-13 	100000
-3.825 	348.432 	7.73127e-13 	100000
-3.815 	348.432 	8.02302e-13 	100000
-3.805 	348.432 	9.04413e-13 	100000
-3.795 	348.432 	7.87714e-13 	100000
-3.785 	348.432 	8.02302e-13 	100000
-3.775 	348.432 	8.02302e-13 	100000
-3.765 	348.432 	6.71016e-13 	100000
-3.755 	348.432 	9.77349e-13 	100000
-3.745 	348.432 	5.10556e-13 	100000
-3.735 	348.432 	7.73127e-13 	100000
-3.725 	348.432 	3.93857e-13 	100000
-3.715 	348.432 	5.98079e-13 	100000
-3.705 	348.432 	1.89635e-13 	100000
-3.695 	348.432 	1.31286e-13 	100000
-3.685 	348.432 	1.45873e-14 	100000
-3.675 	348.432 	8.75238e-14 	100000
-3.665 	348.432 	1.45873e-14 	100000
-3.655 	348.432 	1.31286e-13 	100000
-3.645 	348.432 	1.75048e-13 	100000
-3.635 	348.432 	1.31286e-13 	100000
-3.625 	348.432 	2.91746e-14 	100000
-3.615 	348.432 	1.45873e-13 	100000
-3.605 	348.432 	1.16698e-13 	100000
-3.595 	348.432 	7.29365e-14 	100000
-3.585 	348.432 	1.45873e-13 	100000
-3.575 	348.432 	1.02111e-13 	100000
-3.565 	348.432 	7.29365e-14 	100000
-3.555 	348.432 	7.29365e-14 	100000
-3.545 	348.432 	1.75048e-13 	100000
-3.535 	348.432 	1.75048e-13 	100000
-3.525 	348.432 	3.06333e-13 	100000
-3.515 	348.432 	1.02111e-13 	100000
-3.505 	348.432 	3.50095e-13 	100000
-3.495 	348.432 	3.35508e-13 	100000
-3.485 	348.432 	7.0019e-13 	100000
-3.475 	348.432 	6.71016e-13 	100000
-3.465 	348.432 	1.10863e-12 	100000
-3.455 	348.432 	8.16889e-13 	100000
-3.445 	348.432 	1.25451e-12 	100000
-3.435 	348.432 	7.87714e-13 	100000
-3.425 	348.432 	1.05029e-12 	100000
-3.415 	348.432 	7.29365e-13 	100000
-3.405 	348.432 	9.62762e-13 	100000
-3.395 	348.432 	7.87714e-13 	100000
-3.385 	348.432 	7.87714e-13 	100000
-3.375 	348.432 	6.71016e-13 	100000
-3.365 	348.432 	5.98079e-13 	100000
-3.355 	348.432 	4.08444e-13 	100000
-3.345 	348.432 	3.64683e-13 	100000
-3.335 	348.432 	2.77159e-13 	100000
-3.325 	348.432 	2.04222e-13 	100000
-3.315 	348.432 	2.47984e-13 	100000
-3.305 	348.432 	1.89635e-13 	100000
-3.295 	348.432 	2.47984e-13 	100000
-3.285 	348.432 	1.6046e-13 	100000
-3.275 	348.432 	4.37619e-14 	100000
-3.265 	348.432 	2.77159e-13 	100000
-3.255 	348.432 	1.75048e-13 	100000
-3.245 	348.432 	2.47984e-13 	100000
-3.235 	348.432 	3.93857e-13 	100000
-3.225 	348.432 	3.7927e-13 	100000
-3.215 	348.432 	4.23032e-13 	100000
-3.205 	348.432 	4.95968e-13 	100000
-3.195 	348.432 	4.23032e-13 	100000
-3.185 	348.432 	3.20921e-13 	100000
-3.175 	348.432 	2.47984e-13 	100000
-3.165 	348.432 	8.75238e-14 	100000
-3.155 	348.432 	2.91746e-14 	100000
-3.145 	348.432 	1.31286e-13 	100000
-3.135 	348.432 	1.6046e-13 	100000
-3.125 	348.432 	1.45873e-13 	100000
-3.115 	348.432 	7.29365e-14 	100000
-3.105 	348.432 	7.29365e-14 	100000
-3.095 	348.432 	2.33397e-13 	100000
-3.085 	348.432 	3.50095e-13 	100000
-3.075 	348.432 	5.68905e-13 	100000
-3.065 	348.432 	4.81381e-13 	100000
-3.055 	348.432 	5.25143e-13 	100000
-3.045 	348.432 	5.25143e-13 	100000
-3.035 	348.432 	4.23032e-13 	100000
-3.025 	348.432 	2.91746e-13 	100000
